#fix 2 all deform 200 z erate 0.0001 # strain rate = 0.0001/ps = 10^8/sec
fix 2 all deform 200 z erate 0.001 # strain rate = 0.001/ps = 10^9/sec
#dump 2 all cfg 20000 pos.*.cfg id type xs ys zs # Visualize with AtomEye
#dump 2 all cfg 2000 pos.*.cfg id type xs ys zs # Visualize with AtomEye
#dump 2 all xyz 50000 Au_*.xyz # Visualize with MDL
#dump_modify 2 element Au
#run 500000
run 800000
Memory usage per processor = 136.329 Mbytes
Step Atoms ThermoAv ThermoAv Lz Volume Pzz PotEng Xlat Ylat Zlat 
   85600     8000    300.03154   -1.2325535    543.31237 5.6634123e+09  0.048889595   -1.2325583         4.08    5.7699913    5.7699913 
   85800     8000    299.07081   -1.2323974    543.69284 5.6877559e+09 -0.011567075   -1.2334659         4.08    5.7699913    5.7699913 
   86000     8000    301.01567   -1.2327049    544.07331 5.712206e+09  0.015385953   -1.2333799         4.08    5.7699913    5.7699913 
   86200     8000    300.01568   -1.2326249    544.45378 5.7367047e+09  0.025880592   -1.2329706         4.08    5.7699913    5.7699913 
   86400     8000    298.16164   -1.2324182    544.83425 5.7612524e+09 -0.017890423    -1.231521         4.08    5.7699913    5.7699913 
   86600     8000    299.17789   -1.2325737    545.21472 5.7858496e+09  0.045073317   -1.2328366         4.08    5.7699913    5.7699913 
   86800     8000    298.50123   -1.2325068    545.59519 5.8104968e+09 -0.021598115    -1.233086         4.08    5.7699913    5.7699913 
   87000     8000      297.834   -1.2324442    545.97566 5.8351946e+09  0.016695253   -1.2321882         4.08    5.7699913    5.7699913 
   87200     8000    297.18903   -1.2323078    546.35613 5.8599442e+09  0.019275557   -1.2320274         4.08    5.7699913    5.7699913 
   87400     8000    298.99444   -1.2325296     546.7366 5.8847468e+09  0.018411433   -1.2321829         4.08    5.7699913    5.7699913 
   87600     8000    301.39502    -1.232761    547.11707 5.9096033e+09  0.022844284   -1.2328131         4.08    5.7699913    5.7699913 
   87800     8000    298.73732   -1.2322993    547.49755 5.9345138e+09 -0.021178997   -1.2334666         4.08    5.7699913    5.7699913 
   88000     8000     299.5589    -1.232353    547.87802 5.9594787e+09 -0.0081426636   -1.2322251         4.08    5.7699913    5.7699913 
   88200     8000    298.65388    -1.232237    548.25849 5.9844981e+09   0.01225054   -1.2321745         4.08    5.7699913    5.7699913 
   88400     8000    299.41691   -1.2323649    548.63896 6.0095727e+09  0.015775495    -1.232499         4.08    5.7699913    5.7699913 
   88600     8000    298.96605   -1.2322761    549.01943 6.0347032e+09 0.0017847752   -1.2321395         4.08    5.7699913    5.7699913 
   88800     8000    300.13455   -1.2323439     549.3999  6.05989e+09  0.030780683   -1.2313725         4.08    5.7699913    5.7699913 
   89000     8000    300.14706   -1.2324013    549.78037 6.0851331e+09 -4.4986729e-05   -1.2326873         4.08    5.7699913    5.7699913 
   89200     8000    298.68064   -1.2322116    550.16084 6.1104324e+09 0.0025145345   -1.2329883         4.08    5.7699913    5.7699913 
   89400     8000    298.74936   -1.2321533    550.54131 6.1357887e+09 -0.0045508803   -1.2321395         4.08    5.7699913    5.7699913 
   89600     8000    299.63033   -1.2322061    550.92178 6.1612032e+09  0.013032867   -1.2323662         4.08    5.7699913    5.7699913 
   89800     8000    299.93994   -1.2322328    551.30225 6.1866766e+09 0.0057784574   -1.2316755         4.08    5.7699913    5.7699913 
   90000     8000    300.71815   -1.2322516    551.68273 6.2122089e+09 -0.021451806   -1.2322737         4.08    5.7699913    5.7699913 
   90200     8000    300.00815   -1.2320384     552.0632 6.2378002e+09 -0.009787197   -1.2317637         4.08    5.7699913    5.7699913 
   90400     8000    299.16604   -1.2319106    552.44367 6.2634504e+09 -0.022399004   -1.2320993         4.08    5.7699913    5.7699913 
   90600     8000    299.72341   -1.2319657    552.82414 6.2891599e+09  0.012912269   -1.2316912         4.08    5.7699913    5.7699913 
   90800     8000    301.05108   -1.2321068    553.20461 6.3149294e+09 0.0018010869   -1.2322283         4.08    5.7699913    5.7699913 
   91000     8000    300.30768   -1.2320439    553.58508 6.340759e+09  0.017013319   -1.2325254         4.08    5.7699913    5.7699913 
   91200     8000    299.06254   -1.2319013    553.96555 6.3666485e+09  0.032893138   -1.2317619         4.08    5.7699913    5.7699913 
   91400     8000     299.2229   -1.2319322    554.34602 6.3925986e+09 -0.0092631491   -1.2316355         4.08    5.7699913    5.7699913 
   91600     8000    298.28334   -1.2317741    554.72649 6.4186102e+09  0.006950126   -1.2318366         4.08    5.7699913    5.7699913 
   91800     8000    298.60069   -1.2317878    555.10696 6.444684e+09 0.0046486855   -1.2311894         4.08    5.7699913    5.7699913 
   92000     8000    298.37235   -1.2317298    555.48743 6.4708214e+09  0.032640863   -1.2317311         4.08    5.7699913    5.7699913 
   92200     8000    299.12574   -1.2318464     555.8679 6.4970236e+09  0.030009667   -1.2308438         4.08    5.7699913    5.7699913 
   92400     8000    297.26012   -1.2315374    556.24838 6.5232914e+09  0.046783343   -1.2318145         4.08    5.7699913    5.7699913 
   92600     8000    299.01509   -1.2317754    556.62885 6.5496265e+09 -0.021422636   -1.2322743         4.08    5.7699913    5.7699913 
   92800     8000    299.22109   -1.2317179    557.00932 6.5760304e+09 -0.024829106   -1.2316833         4.08    5.7699913    5.7699913 
